Age (Birthdate),Program Selection: Program Selection Name,Admissions Status
41,Emerging Media (MA),Admit-Coming
26,Emerging Media (MA),Admit-Coming
32,Emerging Media (MA),Admit-Coming
40,Emerging Media (MA),Admit-Coming
22,Emerging Media (MA),Admit-Coming
24,Emerging Media (MA),Admit-Coming
35,Emerging Media (MA),Admit-Not Coming
23,Emerging Media (MA),Admit-Withdrawn
31,Emerging Media (MA),Admit-Withdrawn
22,Emerging Media (MA),Admit-Withdrawn
27,Emerging Media (MA),Admit-Withdrawn
24,Emerging Media (MA),Deferred to Spring
30,Emerging Media (MA),Withdrawn
28,Emerging Media (MA),Withdrawn
50,Emerging Media (MA),Withdrawn
24,Emerging Media (MA),Withdrawn
40,Emerging Media (MA),Withdrawn
38,Emerging Media (MA),Withdrawn
31,Emerging Media (MA),Withdrawn
27,Emerging Media (MA),Withdrawn
29,Emerging Media (MA),Withdrawn
25,Emerging Media (MA),Withdrawn
22,Emerging Media (MA),Withdrawn
23,Emerging Media (MA),Withdrawn
24,Emerging Media (MA),Withdrawn
24,Emerging Media (MA),Withdrawn
27,Emerging Media (MA),Denied
26,Emerging Media (MA),Denied
29,Emerging Media (MA),Denied
29,Emerging Media (MA),Denied
22,Emerging Media (MA),Denied
24,Emerging Media (MA),Denied
28,Emerging Media (MA),Denied
24,Emerging Media (MA),Denied
32,Emerging Media (MA),Denied
27,Emerging Media (MA),Denied
40,Emerging Media (MA),Denied
21,Emerging Media (MA),Denied
36,Emerging Media (MA),Denied
23,Emerging Media (MA),Denied
27,Emerging Media (MA),Denied
26,Emerging Media (MA),Denied
27,Emerging Media (MA),Denied
26,Emerging Media (MA),Denied
27,Emerging Media (MA),Denied
24,Emerging Media (MA),Denied
37,Emerging Media (MA),Denied
35,Emerging Media (MA),Denied
25,Emerging Media (MA),Denied
21,Emerging Media (MA),Denied
26,Emerging Media (MA),Denied
28,Emerging Media (MA),Denied
33,Emerging Media (MA),Denied
28,Emerging Media (MA),Denied
29,Emerging Media (MA),Denied
24,Emerging Media (MPS),Started App
28,Emerging Media (MPS),Complete App
29,Emerging Media (MPS),Complete App
66,Emerging Media (MPS),Admit-Coming
23,Emerging Media (MPS),Admit-Coming
35,Emerging Media (MPS),Admit-Withdrawn
27,Emerging Media (MPS),Admit-Withdrawn
23,Emerging Media (MPS),Withdrawn
40,Emerging Media (MPS),Withdrawn
29,Emerging Media (MPS),Withdrawn
24,Emerging Media (MPS),Denied
35,English (MA),Started App
25,English (MA),Started App
27,English (MA),Started App
21,English (MA),Started App
50,English (MA),Started App
23,English (MA),Started App
23,English (MA),Started App
22,English (MA),Started App
23,English (MA),Started App
39,English (MA),Started App
24,English (MA),Started App
32,English (MA),Started App
32,English (MA),Started App
26,English (MA),Submitted App
36,English (MA),Submitted App
21,English (MA),Submitted App
24,English (MA),Submitted App
45,English (MA),Submitted App
28,English (MA),Admit-Coming
24,English (MA),Admit-Coming
36,English (MA),Admit-Coming
33,English (MA),Admit-Coming
28,English (MA),Admit-Coming
23,English (MA),Admit-Coming
28,English (MA),Admit-Not Coming
24,English (MA),Admit-Not Coming
25,English (MA),Admit-Not Coming
38,English (MA),Admit-Not Coming
25,English (MA),Admit-Withdrawn
22,English (MA),Admit-Withdrawn
25,English (MA),Admit-Withdrawn
22,English (MA),Admit-Withdrawn
24,English (MA),Admit-Withdrawn
29,English (MA),Admit-Withdrawn
22,English (MA),Admit-Withdrawn
28,English (MA),Admit-Withdrawn
24,English (MA),Admit-Withdrawn
32,English (MA),Admit-Withdrawn
24,English (MA),Admit-Withdrawn
26,English (MA),Admit-Withdrawn
28,English (MA),Admit-Withdrawn
24,English (MA),Admit-Withdrawn
21,English (MA),Deferred to Fall
21,English (MA),Deferred to Fall
25,English (MA),Withdrawn
35,English (MA),Withdrawn
39,English (MA),Withdrawn
25,English (MA),Withdrawn
33,English (MA),Withdrawn
35,English (MA),Withdrawn
21,English (MA),Withdrawn
26,English (MA),Withdrawn
42,English (MA),Withdrawn
26,English (MA),Denied
39,English (MA),Denied
23,English (MA),Denied
27,English (MA),Denied
40,English (MA),Denied
23,English (MA),Denied
27,English (MA),Denied
26,English (MA),Denied
27,English (MA),Denied
27,English (MA),Denied
37,English (MA),Denied
35,English (MA),Denied
21,English (MA),Denied
29,English (MA),Denied
28,English - Accelerated Degree BA/MA (MA),Withdrawn
22,Forensic Science (MS),Started App
23,Forensic Science (MS),Started App
18,Forensic Science (MS),Started App
25,Forensic Science (MS),Started App
24,Forensic Science (MS),Started App
21,Forensic Science (MS),Started App
18,Forensic Science (MS),Started App
25,Forensic Science (MS),Started App
24,Forensic Science (MS),Started App
22,Forensic Science (MS),Started App
22,Forensic Science (MS),Started App
24,Forensic Science (MS),Started App
22,Forensic Science (MS),Started App
29,Forensic Science (MS),Started App
22,Forensic Science (MS),Started App
23,Forensic Science (MS),Started App
23,Forensic Science (MS),Started App
24,Forensic Science (MS),Started App
23,Forensic Science (MS),Started App
22,Forensic Science (MS),Started App
25,Forensic Science (MS),Started App
22,Forensic Science (MS),Started App
30,Forensic Science (MS),Started App
22,Forensic Science (MS),Started App
30,Forensic Science (MS),Started App
23,Forensic Science (MS),Started App
24,Forensic Science (MS),Submitted App
23,Forensic Science (MS),Submitted App
23,Forensic Science (MS),Submitted App
22,Forensic Science (MS),Submitted App
23,Forensic Science (MS),Submitted App
24,Forensic Science (MS),Submitted App
24,Forensic Science (MS),Submitted App
26,Forensic Science (MS),Submitted App
23,Forensic Science (MS),Submitted App
35,Forensic Science (MS),Submitted App
23,Forensic Science (MS),Submitted App
22,Forensic Science (MS),Submitted App
21,Forensic Science (MS),Complete App
23,Forensic Science (MS),Complete App
23,Forensic Science (MS),Complete App
23,Forensic Science (MS),Admit-Coming
22,Forensic Science (MS),Admit-Coming
27,Forensic Science (MS),Admit-Coming
23,Forensic Science (MS),Admit-Coming
24,Forensic Science (MS),Admit-Coming
22,Forensic Science (MS),Admit-Coming
22,Forensic Science (MS),Admit-Coming
21,Forensic Science (MS),Admit-Coming
23,Forensic Science (MS),Admit-Coming
25,Forensic Science (MS),Admit-Coming
25,Forensic Science (MS),Admit-Coming
50,Forensic Science (MS),Admit-Coming
23,Forensic Science (MS),Admit-Not Coming
23,Forensic Science (MS),Admit-Not Coming
27,Forensic Science (MS),Admit-Not Coming
22,Forensic Science (MS),Admit-Not Coming
25,Forensic Science (MS),Admit-Withdrawn
26,Forensic Science (MS),Admit-Withdrawn
23,Forensic Science (MS),Admit-Withdrawn
22,Forensic Science (MS),Admit-Withdrawn
26,Forensic Science (MS),Admit-Withdrawn
22,Forensic Science (MS),Admit-Withdrawn
31,Forensic Science (MS),Admit-Withdrawn
27,Forensic Science (MS),Deferred to Fall
24,Forensic Science (MS),Withdrawn
23,Forensic Science (MS),Withdrawn
22,Forensic Science (MS),Withdrawn
26,Forensic Science (MS),Withdrawn
23,Forensic Science (MS),Withdrawn
23,Forensic Science (MS),Withdrawn
24,Forensic Science (MS),Withdrawn
26,Forensic Science (MS),Withdrawn
32,Forensic Science (MS),Withdrawn
25,Forensic Science (MS),Denied
31,Forensic Science (MS),Denied
26,Forensic Science (MS),Denied
41,Forensic Science (MS),Denied
36,Forensic Science (MS),Denied
21,Forensic Science (MS),Denied
23,Forensic Science (MS),Denied
22,Forensic Science (MS),Denied
25,Forensic Science (MS),Denied
50,Forensic Science (MS),Denied
23,Forensic Science (MS),Denied
40,Forensic Science (MS),Denied
23,"History (American, Global, Public) (MA)",Started App
30,"History (American, Global, Public) (MA)",Started App
33,"History (American, Global, Public) (MA)",Started App
24,"History (American, Global, Public) (MA)",Started App
25,"History (American, Global, Public) (MA)",Started App
24,"History (American, Global, Public) (MA)",Started App
24,"History (American, Global, Public) (MA)",Started App
21,"History (American, Global, Public) (MA)",Started App
25,"History (American, Global, Public) (MA)",Started App
35,"History (American, Global, Public) (MA)",Submitted App
25,"History (American, Global, Public) (MA)",Submitted App
21,"History (American, Global, Public) (MA)",Submitted App
36,"History (American, Global, Public) (MA)",Complete App
24,"History (American, Global, Public) (MA)",Complete App
32,"History (American, Global, Public) (MA)",Admit
22,"History (American, Global, Public) (MA)",Admit-Coming
24,"History (American, Global, Public) (MA)",Admit-Coming
21,"History (American, Global, Public) (MA)",Admit-Coming
22,"History (American, Global, Public) (MA)",Admit-Coming
22,"History (American, Global, Public) (MA)",Admit-Coming
23,"History (American, Global, Public) (MA)",Admit-Coming
24,"History (American, Global, Public) (MA)",Admit-Coming
35,"History (American, Global, Public) (MA)",Admit-Coming
24,"History (American, Global, Public) (MA)",Admit-Coming
25,"History (American, Global, Public) (MA)",Admit-Coming
23,"History (American, Global, Public) (MA)",Admit-Coming
26,"History (American, Global, Public) (MA)",Admit-Coming
24,"History (American, Global, Public) (MA)",Admit-Not Coming
22,"History (American, Global, Public) (MA)",Admit-Not Coming
22,"History (American, Global, Public) (MA)",Admit-Not Coming
24,"History (American, Global, Public) (MA)",Admit-Withdrawn
58,"History (American, Global, Public) (MA)",Admit-Withdrawn
24,"History (American, Global, Public) (MA)",Admit-Withdrawn
35,"History (American, Global, Public) (MA)",Admit-Withdrawn
24,"History (American, Global, Public) (MA)",Admit-Withdrawn
30,"History (American, Global, Public) (MA)",Admit-Withdrawn
24,"History (American, Global, Public) (MA)",Admit-Withdrawn
24,"History (American, Global, Public) (MA)",Admit-Withdrawn
23,"History (American, Global, Public) (MA)",Admit-Withdrawn
34,"History (American, Global, Public) (MA)",Admit-Withdrawn
30,"History (American, Global, Public) (MA)",Deferred to Fall
32,"History (American, Global, Public) (MA)",Deferred to Spring
25,"History (American, Global, Public) (MA)",Withdrawn
28,"History (American, Global, Public) (MA)",Withdrawn
29,"History (American, Global, Public) (MA)",Withdrawn
38,"History (American, Global, Public) (MA)",Denied
30,"History (American, Global, Public) (MA)",Denied
26,"History (American, Global, Public) (MA)",Denied
19,"History (American, Global, Public) (NOD)",Withdrawn
40,Liberal Studies (MA),Started App
28,Liberal Studies (MA),Admit
39,Liberal Studies (MA),Admit
49,Liberal Studies (MA),Admit-Coming
30,Liberal Studies (MA),Admit-Coming
47,Liberal Studies (MA),Admit-Coming
51,Liberal Studies (MA),Admit-Coming
34,Liberal Studies (MA),Admit-Coming
23,Liberal Studies (MA),Admit-Coming
47,Liberal Studies (MA),Admit-Coming
51,Liberal Studies (MA),Admit-Not Coming
44,Liberal Studies (MA),Admit-Not Coming
27,Liberal Studies (MA),Admit-Withdrawn
30,Liberal Studies (MA),Withdrawn
47,Liberal Studies (MA),Withdrawn
40,Liberal Studies (MA),Denied
27,Liberal Studies (MA),Denied
23,Liberal Studies (NOD),Admit-Coming
20,Liberal Studies (NOD),Withdrawn
26,Liberal Studies - Online (MA),Started App
24,Liberal Studies - Online (MA),Started App
57,Liberal Studies - Online (MA),Started App
59,Liberal Studies - Online (MA),Started App
22,Liberal Studies - Online (MA),Started App
28,Liberal Studies - Online (MA),Started App
38,Liberal Studies - Online (MA),Started App
49,Liberal Studies - Online (MA),Started App
56,Liberal Studies - Online (MA),Started App
56,Liberal Studies - Online (MA),Started App
42,Liberal Studies - Online (MA),Started App
52,Liberal Studies - Online (MA),Started App
26,Liberal Studies - Online (MA),Started App
24,Liberal Studies - Online (MA),Started App
44,Liberal Studies - Online (MA),Started App
35,Liberal Studies - Online (MA),Started App
24,Liberal Studies - Online (MA),Started App
53,Liberal Studies - Online (MA),Started App
52,Liberal Studies - Online (MA),Started App
31,Liberal Studies - Online (MA),Started App
21,Liberal Studies - Online (MA),Started App
42,Liberal Studies - Online (MA),Started App
23,Liberal Studies - Online (MA),Started App
34,Liberal Studies - Online (MA),Started App
21,Liberal Studies - Online (MA),Admit
34,Liberal Studies - Online (MA),Admit
47,Liberal Studies - Online (MA),Admit-Coming
44,Liberal Studies - Online (MA),Admit-Coming
61,Liberal Studies - Online (MA),Admit-Coming
25,Liberal Studies - Online (MA),Admit-Coming
43,Liberal Studies - Online (MA),Admit-Coming
31,Liberal Studies - Online (MA),Admit-Coming
25,Liberal Studies - Online (MA),Admit-Coming
28,Liberal Studies - Online (MA),Admit-Coming
27,Liberal Studies - Online (MA),Admit-Coming
26,Liberal Studies - Online (MA),Admit-Coming
29,Liberal Studies - Online (MA),Admit-Coming
39,Liberal Studies - Online (MA),Admit-Coming
23,Liberal Studies - Online (MA),Admit-Coming
30,Liberal Studies - Online (MA),Admit-Coming
39,Liberal Studies - Online (MA),Admit-Coming
37,Liberal Studies - Online (MA),Admit-Coming
53,Liberal Studies - Online (MA),Admit-Coming
27,Liberal Studies - Online (MA),Admit-Coming
36,Liberal Studies - Online (MA),Admit-Coming
71,Liberal Studies - Online (MA),Admit-Coming
66,Liberal Studies - Online (MA),Admit-Coming
27,Liberal Studies - Online (MA),Admit-Not Coming
54,Liberal Studies - Online (MA),Admit-Not Coming
46,Liberal Studies - Online (MA),Admit-Not Coming
26,Liberal Studies - Online (MA),Admit-Not Coming
24,Liberal Studies - Online (MA),Admit-Not Coming
37,Liberal Studies - Online (MA),Admit-Withdrawn
32,Liberal Studies - Online (MA),Admit-Withdrawn
49,Liberal Studies - Online (MA),Admit-Withdrawn
33,Liberal Studies - Online (MA),Admit-Withdrawn
25,Liberal Studies - Online (MA),Admit-Withdrawn
25,Liberal Studies - Online (MA),Admit-Withdrawn
56,Liberal Studies - Online (MA),Admit-Withdrawn
25,Liberal Studies - Online (MA),Admit-Withdrawn
26,Liberal Studies - Online (MA),Admit-Withdrawn
37,Liberal Studies - Online (MA),Deferred to Spring
27,Liberal Studies - Online (MA),Withdrawn
61,Liberal Studies - Online (MA),Withdrawn
53,Liberal Studies - Online (MA),Withdrawn
20,Liberal Studies - Online (MA),Withdrawn
26,Liberal Studies - Online (MA),Withdrawn
30,Liberal Studies - Online (MA),Withdrawn
22,Liberal Studies - Online (MA),Withdrawn
24,Liberal Studies - Online (MA),Withdrawn
30,Liberal Studies - Online (MA),Denied
30,Liberal Studies - Online (MA),Denied
20,Liberal Studies - Online (NOD),Started App
44,Liberal Studies - Online (NOD),Admit
30,Liberal Studies - Online (NOD),Withdrawn
23,Liberal Studies - Online (NOD),Withdrawn
40,Liberal Studies - Online (NOD),Withdrawn
39,Liberal Studies - Online (NOD),Withdrawn
50,Mathematical Sciences (MS),Started App
26,Mathematical Sciences (MS),Started App
36,Mathematical Sciences (MS),Started App
21,Mathematical Sciences (MS),Started App
38,Mathematical Sciences (MS),Started App
34,Mathematical Sciences (MS),Submitted App
38,Mathematical Sciences (MS),Submitted App
23,Mathematical Sciences (MS),Submitted App
43,Mathematical Sciences (MS),Submitted App
22,Mathematical Sciences (MS),Admit-Coming
24,Mathematical Sciences (MS),Admit-Coming
26,Mathematical Sciences (MS),Admit-Coming
38,Mathematical Sciences (MS),Admit-Coming
30,Mathematical Sciences (MS),Admit-Coming
22,Mathematical Sciences (MS),Admit-Coming
25,Mathematical Sciences (MS),Admit-Coming
32,Mathematical Sciences (MS),Admit-Coming
41,Mathematical Sciences (MS),Admit-Coming
28,Mathematical Sciences (MS),Admit-Coming
43,Mathematical Sciences (MS),Admit-Coming
37,Mathematical Sciences (MS),Admit-Not Coming
25,Mathematical Sciences (MS),Admit-Not Coming
22,Mathematical Sciences (MS),Admit-Not Coming
22,Mathematical Sciences (MS),Admit-Not Coming
23,Mathematical Sciences (MS),Admit-Not Coming
26,Mathematical Sciences (MS),Admit-Not Coming
30,Mathematical Sciences (MS),Admit-Not Coming
24,Mathematical Sciences (MS),Admit-Withdrawn
23,Mathematical Sciences (MS),Admit-Withdrawn
24,Mathematical Sciences (MS),Admit-Withdrawn
22,Mathematical Sciences (MS),Admit-Withdrawn
27,Mathematical Sciences (MS),Admit-Withdrawn
26,Mathematical Sciences (MS),Admit-Withdrawn
36,Mathematical Sciences (MS),Admit-Withdrawn
32,Mathematical Sciences (MS),Admit-Withdrawn
22,Mathematical Sciences (MS),Admit-Withdrawn
23,Mathematical Sciences (MS),Admit-Withdrawn
25,Mathematical Sciences (MS),Admit-Withdrawn
23,Mathematical Sciences (MS),Admit-Withdrawn
26,Mathematical Sciences (MS),Admit-Withdrawn
23,Mathematical Sciences (MS),Deferred to Fall
41,Mathematical Sciences (MS),Deferred to Spring
28,Mathematical Sciences (MS),Deferred to Spring
25,Mathematical Sciences (NOD),Submitted App
55,Prevention Science (MS),Started App
23,Prevention Science (MS),Started App
25,Prevention Science (MS),Started App
39,Prevention Science (MS),Started App
30,Prevention Science (MS),Complete App
37,Prevention Science (MS),Complete App
22,Prevention Science (MS),Admit-Coming
30,Prevention Science (MS),Admit-Not Coming
24,Prevention Science (MS),Withdrawn
34,Prevention Science (MS),Withdrawn
37,Prevention Science (MS),Withdrawn
26,Prevention Science (MS),Withdrawn
23,Prevention Science (MS),Denied
26,Prevention Science (MS),Denied
24,Prevention Science (MS),Denied
30,Prevention Science (MS),Denied
22,Prevention Science (MS),Denied
25,Prevention Science (MS),Denied
22,Prevention Science (MS),Denied
22,Prevention Science (MS),Denied
42,Prevention Science (MS),Denied
22,Prevention Science (MS),Denied
36,Prevention Science (MS),Denied
24,Prevention Science (MS),Denied
24,Prevention Science (MS),Denied
24,Prevention Science (MS),Denied
24,Prevention Science (MS),Denied
22,Prevention Science (MS),Denied
22,Prevention Science (MS),Denied
22,Prevention Science (MS),Denied
24,Prevention Science (MS),Denied
21,Prevention Science (MS),Denied
26,Prevention Science (MS),Denied
27,Prevention Science (MS),Denied
32,Prevention Science (MS),Denied
139,Prevention Science (PHD),Started App
39,Prevention Science (PHD),Started App
49,Prevention Science (PHD),Started App
53,Prevention Science (PHD),Started App
27,Prevention Science (PHD),Admit-Coming
33,Prevention Science (PHD),Admit-Coming
33,Prevention Science (PHD),Admit-Coming
47,Prevention Science (PHD),Admit-Coming
39,Prevention Science (PHD),Admit-Coming
27,Prevention Science (PHD),Admit-Coming
24,Prevention Science (PHD),Admit-Coming
28,Prevention Science (PHD),Admit-Coming
28,Prevention Science (PHD),Admit-Coming
36,Prevention Science (PHD),Admit-Coming
25,Prevention Science (PHD),Admit-Coming
26,Prevention Science (PHD),Admit-Coming
44,Prevention Science (PHD),Admit-Not Coming
34,Prevention Science (PHD),Admit-Withdrawn
50,Prevention Science (PHD),Withdrawn
35,Prevention Science (PHD),Withdrawn
35,Prevention Science (PHD),Denied
46,Prevention Science (PHD),Denied
51,Prevention Science (PHD),Denied
38,Prevention Science (PHD),Denied
29,Prevention Science (PHD),Denied
41,Prevention Science (PHD),Denied
31,Psychology: Psychological Sciences (MA),Started App
26,Psychology: Psychological Sciences (MA),Started App
24,Psychology: Psychological Sciences (MA),Started App
29,Psychology: Psychological Sciences (MA),Started App
27,Psychology: Psychological Sciences (MA),Started App
23,Psychology: Psychological Sciences (MA),Started App
29,Psychology: Psychological Sciences (MA),Started App
30,Psychology: Psychological Sciences (MA),Started App
23,Psychology: Psychological Sciences (MA),Started App
24,Psychology: Psychological Sciences (MA),Started App
24,Psychology: Psychological Sciences (MA),Started App
48,Psychology: Psychological Sciences (MA),Started App
24,Psychology: Psychological Sciences (MA),Started App
22,Psychology: Psychological Sciences (MA),Started App
24,Psychology: Psychological Sciences (MA),Started App
27,Psychology: Psychological Sciences (MA),Started App
30,Psychology: Psychological Sciences (MA),Started App
22,Psychology: Psychological Sciences (MA),Started App
22,Psychology: Psychological Sciences (MA),Started App
29,Psychology: Psychological Sciences (MA),Started App
27,Psychology: Psychological Sciences (MA),Started App
22,Psychology: Psychological Sciences (MA),Started App
25,Psychology: Psychological Sciences (MA),Started App
29,Psychology: Psychological Sciences (MA),Started App
22,Psychology: Psychological Sciences (MA),Started App
22,Psychology: Psychological Sciences (MA),Started App
24,Psychology: Psychological Sciences (MA),Started App
39,Psychology: Psychological Sciences (MA),Admit-Coming
20,Psychology: Psychological Sciences (MA),Admit-Coming
27,Psychology: Psychological Sciences (MA),Admit-Coming
24,Psychology: Psychological Sciences (MA),Admit-Coming
22,Psychology: Psychological Sciences (MA),Admit-Coming
21,Psychology: Psychological Sciences (MA),Admit-Coming
22,Psychology: Psychological Sciences (MA),Admit-Coming
20,Psychology: Psychological Sciences (MA),Admit-Coming
24,Psychology: Psychological Sciences (MA),Admit-Coming
28,Psychology: Psychological Sciences (MA),Admit-Coming
25,Psychology: Psychological Sciences (MA),Admit-Coming
22,Psychology: Psychological Sciences (MA),Admit-Coming
29,Psychology: Psychological Sciences (MA),Admit-Not Coming
23,Psychology: Psychological Sciences (MA),Admit-Withdrawn
26,Psychology: Psychological Sciences (MA),Admit-Withdrawn
21,Psychology: Psychological Sciences (MA),Admit-Withdrawn
31,Psychology: Psychological Sciences (MA),Admit-Withdrawn
24,Psychology: Psychological Sciences (MA),Admit-Withdrawn
26,Psychology: Psychological Sciences (MA),Admit-Withdrawn
23,Psychology: Psychological Sciences (MA),Admit-Withdrawn
28,Psychology: Psychological Sciences (MA),Admit-Withdrawn
27,Psychology: Psychological Sciences (MA),Admit-Withdrawn
23,Psychology: Psychological Sciences (MA),Admit-Withdrawn
22,Psychology: Psychological Sciences (MA),Deferred to Fall
23,Psychology: Psychological Sciences (MA),Deferred to Fall
23,Psychology: Psychological Sciences (MA),Withdrawn
24,Psychology: Psychological Sciences (MA),Withdrawn
23,Psychology: Psychological Sciences (MA),Withdrawn
23,Psychology: Psychological Sciences (MA),Withdrawn
26,Psychology: Psychological Sciences (MA),Withdrawn
23,Psychology: Psychological Sciences (MA),Withdrawn
24,Psychology: Psychological Sciences (MA),Withdrawn
25,Psychology: Psychological Sciences (MA),Withdrawn
25,Psychology: Psychological Sciences (MA),Withdrawn
22,Psychology: Psychological Sciences (MA),Withdrawn
26,Psychology: Psychological Sciences (MA),Withdrawn
23,Psychology: Psychological Sciences (MA),Withdrawn
24,Psychology: Psychological Sciences (MA),Withdrawn
29,Psychology: Psychological Sciences (MA),Withdrawn
21,Psychology: Psychological Sciences (MA),Withdrawn
26,Psychology: Psychological Sciences (MA),Withdrawn
23,Psychology: Psychological Sciences (MA),Withdrawn
36,Psychology: Psychological Sciences (MA),Withdrawn
23,Psychology: Psychological Sciences (MA),Withdrawn
22,Psychology: Psychological Sciences (MA),Withdrawn
66,Psychology: Psychological Sciences (MA),Withdrawn
38,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
23,Psychology: Psychological Sciences (MA),Denied
23,Psychology: Psychological Sciences (MA),Denied
23,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
26,Psychology: Psychological Sciences (MA),Denied
26,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
20,Psychology: Psychological Sciences (MA),Denied
24,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
27,Psychology: Psychological Sciences (MA),Denied
24,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
23,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
25,Psychology: Psychological Sciences (MA),Denied
24,Psychology: Psychological Sciences (MA),Denied
26,Psychology: Psychological Sciences (MA),Denied
24,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
24,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
23,Psychology: Psychological Sciences (MA),Denied
25,Psychology: Psychological Sciences (MA),Denied
31,Psychology: Psychological Sciences (MA),Denied
23,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
27,Psychology: Psychological Sciences (MA),Denied
24,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
24,Psychology: Psychological Sciences (MA),Denied
23,Psychology: Psychological Sciences (MA),Denied
24,Psychology: Psychological Sciences (MA),Denied
29,Psychology: Psychological Sciences (MA),Denied
23,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
23,Psychology: Psychological Sciences (MA),Denied
25,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
26,Psychology: Psychological Sciences (MA),Denied
24,Psychology: Psychological Sciences (MA),Denied
25,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
25,Psychology: Psychological Sciences (MA),Denied
25,Psychology: Psychological Sciences (MA),Denied
24,Psychology: Psychological Sciences (MA),Denied
24,Psychology: Psychological Sciences (MA),Denied
29,Psychology: Psychological Sciences (MA),Denied
23,Psychology: Psychological Sciences (MA),Denied
21,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
27,Psychology: Psychological Sciences (MA),Denied
20,Psychology: Psychological Sciences (MA),Denied
29,Psychology: Psychological Sciences (MA),Denied
23,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
23,Psychology: Psychological Sciences (MA),Denied
28,Psychology: Psychological Sciences (MA),Denied
24,Psychology: Psychological Sciences (MA),Denied
26,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
21,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
24,Psychology: Psychological Sciences (MA),Denied
24,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
27,Psychology: Psychological Sciences (MA),Denied
24,Psychology: Psychological Sciences (MA),Denied
28,Psychology: Psychological Sciences (MA),Denied
25,Psychology: Psychological Sciences (MA),Denied
27,Psychology: Psychological Sciences (MA),Denied
24,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
24,Psychology: Psychological Sciences (MA),Denied
27,Psychology: Psychological Sciences (MA),Denied
23,Psychology: Psychological Sciences (MA),Denied
23,Psychology: Psychological Sciences (MA),Denied
20,Psychology: Psychological Sciences (MA),Denied
23,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
25,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
25,Psychology: Psychological Sciences (MA),Denied
21,Psychology: Psychological Sciences (MA),Denied
34,Psychology: Psychological Sciences (MA),Denied
22,Psychology: Psychological Sciences (MA),Denied
23,Psychology: Psychological Sciences (MA),Denied
30,Psychology: Psychological Sciences (MA),Denied
30,Psychology: Psychological Sciences (MA),Denied
32,Psychology: Psychological Sciences (MA),Denied
24,Psychology: Psychological Sciences (MA),Denied
24,Psychology: Psychological Sciences (MA),Denied
32,Psychology: Psychological Sciences (MA),Denied
25,Psychology: Psychological Sciences (MA),Denied
37,Psychology: Psychological Sciences (MA),Denied
46,Psychology: Psychological Sciences (NOD),Started App
21,Psychology: Psychological Sciences (NOD),Started App
36,Psychology: Psychological Sciences (NOD),Denied
28,Psychology - Accelerated Degree BA/MA (MA),Started App
22,Psychology - Accelerated Degree BA/MA (MA),Admit-Coming
42,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Started App
52,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Started App
43,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Started App
42,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit-Coming
36,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit-Coming
36,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit-Coming
