ID,Degree Type,Final Recommended Decision,Domestic or INTL Applicant,Reporting Term,Age When Applied,Gender,Mailing City,Mailing State/Province,Mailing Country,SS Minimum Grade Last Year (Alpha),How did you hear about this program?,How did you hear about us Other,Military Status,First Generation,Created Date,Race,Current Rutgers uGrad Student,Current Rutgers Employee,Rutgers Graduate/Alumni,Parent/Legal Guardian Employed by RU,Parent Grandparent Rutgers Grad,Program Selection: Program Selection Name,Admissions Status
226,"Doctoral (e.g. PhD, EdD, DNP)",Deny,International,Fall 2022,30,Male,Edirne,Edirne,Turkey,,Other/Unknown,Philosophical Gourmet Report,,,6/23/22,White,No,No,,,0,Prevention Science (PHD),Denied
4164,"Doctoral (e.g. PhD, EdD, DNP)",Deny,International,Fall 2022,37,Male,Asaba,Delta,Nigeria,,Web Initiative (Google Search),,,,6/23/22,Black or African American,No,No,,,0,Prevention Science (PHD),Denied
5450,"Doctoral (e.g. PhD, EdD, DNP)",Deny,International,Fall 2022,32,Male,Tartu,Tartu Linn,Estonia,,Web Initiative (Google Search),,,,6/23/22,Black or African American,No,No,,,0,Prevention Science (PHD),Denied
8569,"Doctoral (e.g. PhD, EdD, DNP)",Deny,International,Fall 2024,35,Female,Accra,Greater Accra,Ghana,,Event Email,,No,,9/19/22,Black or African American,No,No,,,0,Prevention Science (PHD),Denied
5412,"Doctoral (e.g. PhD, EdD, DNP)",Deny,International,Fall 2023,42,Male,Idah,Kogi,Nigeria,,Web-Program Site,,,,11/5/22,Black or African American,No,No,,,0,Prevention Science (PHD),Denied
6734,"Doctoral (e.g. PhD, EdD, DNP)",Deny,International,Fall 2023,33,Female,JODHPUR,,India,,Rutgers Employee,,,,12/8/22,Asian,No,No,,,0,Prevention Science (PHD),Denied
9936,"Doctoral (e.g. PhD, EdD, DNP)",Deny,Domestic,Fall 2023,59,Female,Elkins Park,Pennsylvania,United States of America,,Referral - Alumni,,No,,12/28/22,Black or African American,No,No,,,0,Prevention Science (PHD),Denied
7040,"Doctoral (e.g. PhD, EdD, DNP)",Deny,International,Fall 2023,27,Female,Ogwashi-Uku,Delta,Nigeria,,Referral - Alumni,,No,,2/18/23,Black or African American,No,No,,,0,Prevention Science (PHD),Denied
5,"Doctoral (e.g. PhD, EdD, DNP)",Deny,Domestic,Fall 2023,29,Female,Elmhurst,NY,United States of America,,Social Media - Facebook,,No,,2/22/23,Asian,No,No,,,0,Prevention Science (PHD),Denied
6321,"Doctoral (e.g. PhD, EdD, DNP)",Deny,Domestic,Fall 2023,42,Female,Bridgewater,New Jersey,United States of America,,Web Initiative (Google Search),,No,,2/22/23,White,No,No,,,0,Prevention Science (PHD),Denied
417,"Doctoral (e.g. PhD, EdD, DNP)",Deny,Domestic,Fall 2023,29,Female,Long Island City,New York,United States of America,,,,No,,2/22/23,Asian,No,No,,,0,Prevention Science (PHD),Denied
7036,"Doctoral (e.g. PhD, EdD, DNP)",Deny,Domestic,Fall 2023,48,Female,New York,New York,United States of America,,Referral - Alumni,,No,,2/22/23,White,No,No,,,0,Prevention Science (PHD),Denied
4761,"Doctoral (e.g. PhD, EdD, DNP)",Deny,International,Fall 2023,25,Female,Jersey City,New Jersey,United States of America,,Web Initiative (Google Search),,No,,2/22/23,Asian,No,No,,,0,Prevention Science (PHD),Denied
7953,"Doctoral (e.g. PhD, EdD, DNP)",Deny,International,Fall 2023,34,Male,Abule- Egba,Lagos,Nigeria,,College/Career Fair,,No,,2/22/23,Black or African American,No,No,,,0,Prevention Science (PHD),Denied
8362,"Doctoral (e.g. PhD, EdD, DNP)",Deny,Domestic,Fall 2023,23,Male,Rye,New York,United States of America,,Other/Unknown,Internet,No,,2/22/23,White,No,No,,,0,Prevention Science (PHD),Denied
3935,"Doctoral (e.g. PhD, EdD, DNP)",Deny,Domestic,Fall 2023,29,Male,Tucson,Arizona,United States of America,,Web Initiative (Google Search),,No,,2/22/23,White,No,No,,,0,Prevention Science (PHD),Denied
2297,"Doctoral (e.g. PhD, EdD, DNP)",Deny,Domestic,Fall 2023,30,Female,Saugus,Massachusetts,United States of America,,Web Initiative (Google Search),,No,,2/22/23,White,No,No,,,0,Prevention Science (PHD),Denied
7691,"Doctoral (e.g. PhD, EdD, DNP)",Deny,Domestic,Fall 2023,25,Female,Kingston,New York,United States of America,,College/Career Fair,,No,,2/22/23,Asian; White,No,No,,,0,Prevention Science (PHD),Denied
3885,"Doctoral (e.g. PhD, EdD, DNP)",Deny,Domestic,Fall 2023,47,Female,Vineland,New Jersey,United States of America,,Referral - Alumni,,No,,2/22/23,Black or African American,No,No,,,0,Prevention Science (PHD),Denied
8496,"Doctoral (e.g. PhD, EdD, DNP)",Deny,Domestic,Fall 2023,29,Female,Jersey City,New Jersey,United States of America,,Employer,,No,,2/22/23,Black or African American,No,No,,,0,Prevention Science (PHD),Denied
5559,"Doctoral (e.g. PhD, EdD, DNP)",Deny,Domestic,Fall 2023,31,Female,Flushing,New York,United States of America,,Web-Program Site,,No,,2/22/23,Asian,No,No,,,0,Prevention Science (PHD),Denied
398,"Doctoral (e.g. PhD, EdD, DNP)",Deny,Domestic,Fall 2023,29,Female,Absecon,New Jersey,United States of America,,Web Initiative (Google Search),,No,,2/22/23,White,No,No,,,0,Prevention Science (PHD),Denied
9395,"Doctoral (e.g. PhD, EdD, DNP)",Deny,Domestic,Fall 2023,31,Male,Chicopee,Massachusetts,United States of America,,Web Initiative (Google Search),,No,,2/22/23,White,No,No,,,0,Prevention Science (PHD),Denied
2934,"Doctoral (e.g. PhD, EdD, DNP)",Deny,International,Fall 2023,24,Female,Brampton,Ontario,Canada,,College/Career Fair,,No,,2/27/23,Asian,No,No,,,0,Prevention Science (PHD),Denied
6653,"Doctoral (e.g. PhD, EdD, DNP)",Deny,Domestic,Fall 2023,36,Female,Lumberton,New Jersey,United States of America,,Other/Unknown,Research on PsyD programs in NJ,No,,3/1/23,,No,No,,,0,Prevention Science (PHD),Denied
7245,"Doctoral (e.g. PhD, EdD, DNP)",Deny,Domestic,Fall 2023,26,Female,Denver,Colorado,United States of America,,Referral - Current Student,,No,,3/9/23,White,No,No,,,0,Prevention Science (PHD),Denied
1262,"Doctoral (e.g. PhD, EdD, DNP)",Deny,International,Fall 2024,46,Male,AYOBO,LAGOS,Nigeria,,Referral - Alumni,,No,,3/14/23,Black or African American,No,No,,,0,Prevention Science (PHD),Denied
9403,"Doctoral (e.g. PhD, EdD, DNP)",Deny,International,Fall 2024,51,Male,Abuja,Outside U.S./Canada,Nigeria,,Referral - Current Student,,No,,7/28/23,Black or African American,No,No,,,0,Prevention Science (PHD),Denied
9078,"Doctoral (e.g. PhD, EdD, DNP)",Deny,International,Fall 2024,38,Male,Lagos,,Nigeria,,Web-Rutgers Graduate Admissions Page,,No,,8/24/23,Black or African American,No,No,,,0,Prevention Science (PHD),Denied
7046,"Doctoral (e.g. PhD, EdD, DNP)",Deny,International,Fall 2024,29,Male,Tehran,Tehran,Iran,,Referral - Instructor,,No,,10/22/23,Asian,No,No,,,0,Prevention Science (PHD),Denied
746,"Doctoral (e.g. PhD, EdD, DNP)",Deny,International,Fall 2024,41,Female,Enugu,Enugu,Nigeria,,Ad,,No,,1/5/24,Black or African American,No,No,,,0,Prevention Science (PHD),Denied
526,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,24,Female,Bangalore,Karnataka,India,,Referral - Alumni,,,,11/25/21,Asian,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
4769,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,24,Female,Philadelphia,Pennsylvania,United States,,Web Initiative (Google Search),,,,8/16/21,Black or African American,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
3386,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,27,Female,Atco,New Jersey,United States,,Web Initiative (Google Search),,,,8/22/21,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
7464,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,26,Female,Williamstown,New Jersey,United States,,Referral - Alumni,,,,9/16/21,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
4508,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,28,Male,Brooklyn,NY,United States,,Other/Unknown,,,,9/23/21,Black or African American,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
6309,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2024,31,Female,Mays Landing,New Jersey,United States,,Web-Rutgers Graduate Admissions Page,,,,9/24/21,Black or African American,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
5217,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,32,Female,Burlington,New Jersey,United States,,Referral - Current Student,,,,9/25/21,Black or African American,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
3074,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,37,Female,Woodbury Heights,New Jersey,United States,,Web Initiative (Google Search),,,,10/1/21,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
9989,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,25,Female,Durham,North Carolina,United States,,Web Initiative (Google Search),,,,10/8/21,Black or African American,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
1387,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,25,Female,Woodbury,New Jersey,United States,,Web Initiative (Google Search),,,,10/17/21,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
3169,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,32,Male,E Stroudsburg,Pennsylvania,United States,,Ad,,Yes,,11/3/21,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
3693,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,35,Female,Camden,NJ,United States,,Flyer,,,,11/8/21,Black or African American,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
1859,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,25,Female,Cleveland,Ohio,United States,,Web-Program Site,,Yes,,11/11/21,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
8803,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,23,Female,Pennsauken,New Jersey,United States,,,,,,11/15/21,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
7244,"Master's (e.g. MA, MS, EdM, MFA)",,International,Fall 2022,27,Female,Tianjin,,China,,,,,,11/15/21,,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
7558,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,24,Female,San Jose,California,United States,,Web-Program Site,,,,11/20/21,Asian,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
9979,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,23,Female,Accord,New York,United States,,Web-Program Site,,,,1/2/22,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
3039,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,32,Male,Willingboro,New Jersey,United States,,Web-Program Site,,,,1/11/22,Black or African American,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
4759,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,26,Male,Pemberton,New Jersey,United States,,Event Email,,Yes,,1/18/22,Black or African American,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
5768,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,25,Female,Yardley,Pennsylvania,United States,,Web-Program Site,,,,1/19/22,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
7918,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,26,Female,Winterville,North Carolina,United States,,Web Initiative (Google Search),,,,1/22/22,Black or African American,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
7254,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,28,Female,Philadelphia,Pennsylvania,United States,,Web-Rutgers Event Page,,,,2/1/22,Black or African American,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
7857,"Master's (e.g. MA, MS, EdM, MFA)",,International,Fall 2022,24,Female,Kunming,Yunnan,China,,Web-Rutgers Graduate Admissions Page,,,,2/2/22,Asian,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
2051,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,24,Female,Glassboro,New Jersey,United States,,Ad,,,,2/3/22,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
8576,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,24,Female,Corvallis,Oregon,United States,,College/Career Fair,,,,2/14/22,Asian; White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
4512,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,24,Female,Inman,South Carolina,United States,,Referral - Instructor,,Yes,,2/14/22,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
8378,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,29,Female,Washington,District of Columbia,United States,,Other/Unknown,Listserv,,,2/23/22,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
6168,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,27,Female,Lindenwold,New Jersey,United States of America,,Webinar-Information Session,,,Y,3/10/22,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
6737,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,25,Female,Vineland,New Jersey,United States,,Referral - Alumni,,,,3/17/22,Hispanic or Latino,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
837,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,24,Female,Sicklerville,New Jersey,United States,,Employer,,,,3/18/22,Black or African American; White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
915,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,26,Female,Bellmawr,New Jersey,United States,,Web-Program Site,,,,4/5/22,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
8620,"Master's (e.g. MA, MS, EdM, MFA)",,International,Fall 2024,26,Female,Keshod,Gujarat,India,,Web Initiative (Google Search),,No,,6/17/23,Asian,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
5024,"Master's (e.g. MA, MS, EdM, MFA)",,International,Fall 2024,24,Male,Jos,Plateau,Nigeria,,Web Initiative (Google Search),,No,,3/29/23,Black or African American,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
801,"Master's (e.g. MA, MS, EdM, MFA)",,International,Fall 2024,30,Female,"Kabul/ 	Chahar Asyab",20District/Afghanistan/Kabul,Afghanistan,,Employer,,No,,3/29/23,Asian,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
5919,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,23,Female,Mechanicsville,Maryland,United States,,Web-Program Site,,No,,3/30/23,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
5736,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,23,Female,Ypsilanti,Michigan,United States of America,,Rutgers Employee,,No,,4/6/23,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
4492,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2022,23,Female,Mount Laurel,New Jersey,United States of America,,Referral - Instructor,,,,5/9/22,Black or African American,Yes,No,,,0,Psychology: Psychological Sciences (MA),Started App
259,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,24,Female,Westville,New Jersey,United States,,Rutgers Employee,,,,5/20/22,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
2399,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,25,Female,Ventnor City,New Jersey,United States,,Referral - Current Student,,,,6/7/22,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
4378,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,23,Female,Lansdale,Pennsylvania,United States,,Web-Program Site,,,,7/27/22,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
7401,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,30,Female,Cherry Hill,New Jersey,United States,,Other/Unknown,Online search,,,9/11/22,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
6190,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,23,Female,Kingston,Pennsylvania,United States,,Social Media - LinkedIn,,,,10/6/22,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
4079,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,24,Female,Kent,Ohio,United States,,Referral - Alumni,,,,10/19/22,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
3222,"Master's (e.g. MA, MS, EdM, MFA)",,International,Fall 2023,24,Male,Shanghai,,China,,Web-Program Site,,,,10/31/22,Asian,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
251,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2024,27,Female,Wenonah,New Jersey,United States,,Rutgers Employee,,,,11/5/22,White,Yes,No,,,0,Psychology: Psychological Sciences (MA),Started App
641,"Master's (e.g. MA, MS, EdM, MFA)",,International,Fall 2023,30,Male,Dhaka,,Bangladesh,,,,,,12/2/22,Asian,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
9677,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,24,Female,Orlando,Florida,United States,,,,,,12/3/22,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
4456,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,26,Female,Cherry Hill,New Jersey,United States,,Referral - Alumni,,,,12/4/22,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
2623,"Master's (e.g. MA, MS, EdM, MFA)",,International,Fall 2023,23,Female,Mumbai,Maharashtra,India,,Web-Program Site,,No,,12/14/22,Asian,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
4432,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,24,Female,Tuscaloosa,Alabama,United States,,,,No,,12/19/22,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
864,"Master's (e.g. MA, MS, EdM, MFA)",,International,Fall 2023,24,Female,Beijing,Beijing,China,,Web-Program Site,,No,,12/23/22,Asian,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
4233,"Master's (e.g. MA, MS, EdM, MFA)",,International,Fall 2023,23,Female,Montreal,QC,Canada,,Web-Rutgers Graduate Admissions Page,,No,,1/13/23,Asian,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
7266,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,26,Male,Sunderland,Massachusetts,United States,,Referral - Instructor,,Yes,,1/20/23,White; Hispanic or Latino,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
9934,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,24,Female,Madison,Indiana,United States,,Web Initiative (Google Search),,No,,1/23/23,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
8473,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,56,Male,Atco,New Jersey,United States,,Rutgers Day,,No,,2/2/23,White,Yes,No,,,0,Psychology: Psychological Sciences (MA),Started App
4851,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,24,Female,Warren,New Jersey,United States,,Web Initiative (Google Search),,No,,2/4/23,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
6447,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,26,Female,West Haven,Connecticut,United States of America,,Rutgers Employee,,No,,2/7/23,Asian,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
2168,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,25,Female,Westerville,Ohio,United States of America,,,,No,,2/8/23,Black or African American,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
7063,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,23,Female,St. Louis,Missouri,United States,,Web-Program Site,,No,,2/13/23,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
8922,"Master's (e.g. MA, MS, EdM, MFA)",,International,Fall 2023,24,Male,Riverside,California,United States of America,,Employer,,No,,2/16/23,,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
9218,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,24,Female,Amityville,New York,United States,,Web-Rutgers Graduate Admissions Page,,No,,2/28/23,Black or African American,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
7070,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2023,23,Female,Radford.,Virginia,United States,,Web Initiative (Google Search),,No,,3/6/23,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
6719,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2024,23,Female,Camden,New Jersey,United States,,Ad,,No,N,3/15/23,Black or African American,Yes,No,,,0,Psychology: Psychological Sciences (MA),Started App
7927,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2024,29,Female,Deptford,New Jersey,United States of America,,Referral - Alumni,,No,,8/15/23,Black or African American,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
8104,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2024,30,Female,Freehold,New Jersey,United States of America,,Web-Program Site,,No,,8/18/23,American Indian or Alaska Native; White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
8381,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2024,23,Female,Attleboro,Massachusetts,United States of America,,Web-Program Site,,No,,9/12/23,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
8944,"Master's (e.g. MA, MS, EdM, MFA)",,International,Fall 2024,25,Female,Karachi,Sindh,Pakistan,,Web Initiative (Google Search),,No,,9/21/23,Asian,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
4884,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2024,24,Female,New Brunswick,New Jersey,United States of America,,College/Career Fair,,No,,9/30/23,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
398,"Master's (e.g. MA, MS, EdM, MFA)",,International,Fall 2024,48,Male,Kintampo,Bono East Region,Ghana,,Social Media - Facebook,,No,,10/3/23,Black or African American,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
3878,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2024,25,Female,Hammonton,New Jersey,United States of America,,Referral - Alumni,,No,,10/9/23,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
4155,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2024,22,Female,Yorktown Heights,New York,United States of America,,Web-Program Site,,No,N,10/27/23,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
8220,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2024,24,Female,Woodbridge,Virginia,United States of America,,Web Initiative (Google Search),,No,,11/14/23,Asian,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
5723,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2024,27,Female,Omaha,Nebraska,United States of America,,,,No,,12/14/23,,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
3424,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2024,30,Female,Bridgeton,New Jersey,United States of America,,Web-Program Site,,No,,12/14/23,,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
1318,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2024,22,Female,Springfield,Virginia,United States of America,,College/Career Fair,,No,,12/19/23,Asian,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
2672,"Master's (e.g. MA, MS, EdM, MFA)",,International,Fall 2024,22,Female,Jaipur,Rajasthan,India,,Other/Unknown,Educational Agent,No,,1/18/24,Asian,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
1569,"Master's (e.g. MA, MS, EdM, MFA)",,International,Fall 2024,29,Female,Kuwait,Kuwait,Kuwait,,Other/Unknown,,No,,1/21/24,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
4642,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2024,28,Female,Glendora,New Jersey,United States of America,,Referral - Alumni,,No,,1/22/24,Black or African American,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
8754,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2024,22,Female,Rochester Hills,Michigan,United States of America,,Rutgers Employee,,No,,2/28/24,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
9214,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2024,25,Female,Camden,NJ,United States of America,,Referral - Instructor,,No,,3/25/24,Black or African American,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
5574,"Master's (e.g. MA, MS, EdM, MFA)",,International,Fall 2024,29,Male,Delhi,Delhi,India,,,,No,,4/10/24,Asian,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
214,"Master's (e.g. MA, MS, EdM, MFA)",,International,Fall 2024,23,Female,Nagpur City,Maharshtra,India,,Other/Unknown,Educational Agent,No,,4/17/24,Asian,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
1814,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2024,22,Female,Gardiner,NY,United States of America,,Web Initiative (Google Search),,No,,4/17/24,White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
8693,"Master's (e.g. MA, MS, EdM, MFA)",,Domestic,Fall 2024,24,Male,Delran,NJ,United States of America,,Ad,,No,,5/4/24,Asian; White,No,No,,,0,Psychology: Psychological Sciences (MA),Started App
2928,"Master's (e.g. MA, MS, EdM, MFA)",Admit,Domestic,Fall 2022,28,Female,Lansdowne,Pennsylvania,United States,,Web Initiative (Google Search),,,,11/26/21,White,No,No,,,0,Psychology: Psychological Sciences (MA),Admit-Coming
8054,"Master's (e.g. MA, MS, EdM, MFA)",Admit,International,Fall 2022,25,Female,Scotch Plains,NJ,United States of America,,Web Initiative (Google Search),,,,1/6/22,Asian,No,No,,,0,Psychology: Psychological Sciences (MA),Admit-Coming
3813,"Master's (e.g. MA, MS, EdM, MFA)",Admit,International,Fall 2022,27,Female,Sari,Mazandaran,"Iran, Islamic Republic Of",,Rutgers Employee,,,,1/17/22,White,No,No,,,0,Psychology: Psychological Sciences (MA),Admit-Coming
5278,"Master's (e.g. MA, MS, EdM, MFA)",Admit,International,Fall 2022,28,Female,Hyderabad,Telangana,India,,Web-Rutgers Event Page,,,,1/25/22,Asian,No,No,,,0,Psychology: Psychological Sciences (MA),Admit-Coming
400,"Master's (e.g. MA, MS, EdM, MFA)",Admit,Domestic,Fall 2022,25,Male,Berlin,NJ,United States,,Web-Rutgers Event Page,,,,2/5/22,White,Yes,No,,,0,Psychology: Psychological Sciences (MA),Admit-Coming
7207,"Master's (e.g. MA, MS, EdM, MFA)",Admit,Domestic,Fall 2022,29,Male,Pelion,South Carolina,United States,,Web-Program Site,,,,2/22/22,White,No,No,,,0,Psychology: Psychological Sciences (MA),Admit-Coming
217,"Master's (e.g. MA, MS, EdM, MFA)",Admit,Domestic,Fall 2022,26,Female,Brooklyn,New York,United States,,Other/Unknown,Direct E-mail of invitation from the program,,,4/7/22,White,No,No,,,0,Psychology: Psychological Sciences (MA),Admit-Coming
2568,"Master's (e.g. MA, MS, EdM, MFA)",Admit,International,Fall 2024,40,Female,Nairobi,Nairobi,Kenya,,College/Career Fair,,No,,6/3/23,Black or African American,No,No,,,0,Psychology: Psychological Sciences (MA),Admit-Coming
